Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,left_button,right_button,advice,orderno,trialno,ShowProgressBar,image,prob_blue_corr,prob_group_corr,corr_ans,group_corr,group_choice,blue_pos,indiv_vol,soc_vol,ITI_1,ITI_2,ITI_3,ITI_4,condition
140,1.72106E+12,15/07/2024 15:42,1.72106E+12,1,15/07/2024 16:42,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,29,11,2,individual,Zone4,timelimit_screen,1000.7999999999884,,,,,0,1,0,,,1,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,49,28,,,0.85,0.85,1,1,1,1,Stable,Stable,2.84,1.937,1.723,2.815,expert
141,1.72106E+12,15/07/2024 15:42,1.72106E+12,1,15/07/2024 16:42,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,29,11,3,offer,Zone2,response_button_image,1320.7000000476837,,,redBox.png,1,1,0,0,,,,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,49,28,,,0.85,0.85,1,1,1,1,Stable,Stable,2.84,1.937,1.723,2.815,expert
142,1.72106E+12,15/07/2024 15:42,1.72106E+12,1,15/07/2024 16:42,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,29,11,4,feedback_l,Zone7,timelimit_screen,2000.0999999999767,,,,,0,1,0,,,1,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,49,28,,,0.85,0.85,1,1,1,1,Stable,Stable,2.84,1.937,1.723,2.815,expert
143,1.72106E+12,15/07/2024 15:42,1.72106E+12,1,15/07/2024 16:42,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,29,11,6,end,Zone1,timelimit_screen,150,,,,,0,1,0,,,1,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,49,28,,,0.85,0.85,1,1,1,1,Stable,Stable,2.84,1.937,1.723,2.815,expert
144,1.72106E+12,15/07/2024 15:42,1.72106E+12,1,15/07/2024 16:42,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,30,18,1,Screen 1,Zone1,continue_button,1533.4000000357628,,,,,0,1,0,,,,,,trial_right,redBox.png,yellowBox.png,redBox.png,al1_con.png,50,29,,,0.85,0.85,1,1,1,0,Stable,Stable,2.941,1.71,0.664,1.336,expert
145,1.72106E+12,15/07/2024 15:42,1.72106E+12,1,15/07/2024 16:42,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,30,18,2,individual,Zone4,timelimit_screen,1000,,,,,0,1,0,,,1,,,trial_right,redBox.png,yellowBox.png,redBox.png,al1_con.png,50,29,,,0.85,0.85,1,1,1,0,Stable,Stable,2.941,1.71,0.664,1.336,expert
146,1.72106E+12,15/07/2024 15:42,1.72106E+12,1,15/07/2024 16:42,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,30,18,3,offer,Zone3,response_button_image,1340.4000000357628,,,redBox.png,1,1,0,0,,,,,,trial_right,redBox.png,yellowBox.png,redBox.png,al1_con.png,50,29,,,0.85,0.85,1,1,1,0,Stable,Stable,2.941,1.71,0.664,1.336,expert
147,1.72106E+12,15/07/2024 15:42,1.72106E+12,1,15/07/2024 16:42,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,30,18,5,feedback_r,Zone7,timelimit_screen,2000.5,,,,,0,1,0,,,1,,,trial_right,redBox.png,yellowBox.png,redBox.png,al1_con.png,50,29,,,0.85,0.85,1,1,1,0,Stable,Stable,2.941,1.71,0.664,1.336,expert
148,1.72106E+12,15/07/2024 15:42,1.72106E+12,1,15/07/2024 16:42,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,30,18,6,end,Zone1,timelimit_screen,150,,,,,0,1,0,,,1,,,trial_right,redBox.png,yellowBox.png,redBox.png,al1_con.png,50,29,,,0.85,0.85,1,1,1,0,Stable,Stable,2.941,1.71,0.664,1.336,expert
149,1.72106E+12,15/07/2024 15:42,1.72106E+12,1,15/07/2024 16:42,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,31,12,1,Screen 1,Zone1,continue_button,1000.8999999761581,,,,,0,1,0,,,,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,61,30,,,0.85,0.85,1,1,1,1,Stable,Stable,2.79,1.735,0.601,2.345,expert
150,1.72106E+12,15/07/2024 15:42,1.72106E+12,1,15/07/2024 16:42,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,31,12,2,individual,Zone4,timelimit_screen,1000,,,,,0,1,0,,,1,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,61,30,,,0.85,0.85,1,1,1,1,Stable,Stable,2.79,1.735,0.601,2.345,expert
151,1.72106E+12,15/07/2024 15:42,1.72106E+12,1,15/07/2024 16:42,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,31,12,3,offer,Zone2,response_button_image,1171.5999999642372,,,redBox.png,1,1,0,0,,,,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,61,30,,,0.85,0.85,1,1,1,1,Stable,Stable,2.79,1.735,0.601,2.345,expert
152,1.72106E+12,15/07/2024 15:42,1.72106E+12,1,15/07/2024 16:42,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,31,12,4,feedback_l,Zone7,timelimit_screen,2000,,,,,0,1,0,,,1,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,61,30,,,0.85,0.85,1,1,1,1,Stable,Stable,2.79,1.735,0.601,2.345,expert
153,1.72106E+12,15/07/2024 15:42,1.72106E+12,1,15/07/2024 16:42,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,31,12,6,end,Zone1,timelimit_screen,150,,,,,0,1,0,,,1,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,61,30,,,0.85,0.85,1,1,1,1,Stable,Stable,2.79,1.735,0.601,2.345,expert
154,1.72106E+12,15/07/2024 15:42,1.72106E+12,1,15/07/2024 16:42,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,32,19,1,Screen 1,Zone1,continue_button,1604.9000000357628,,,,,0,1,0,,,,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,62,31,,,0.85,0.15,1,0,0,1,Stable,Volatile,2.538,1.672,1.143,1.555,expert
155,1.72106E+12,15/07/2024 15:42,1.72106E+12,1,15/07/2024 16:42,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,32,19,2,individual,Zone4,timelimit_screen,1000.8999999999942,,,,,0,1,0,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,62,31,,,0.85,0.15,1,0,0,1,Stable,Volatile,2.538,1.672,1.143,1.555,expert
156,1.72106E+12,15/07/2024 15:42,1.72106E+12,1,15/07/2024 16:42,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,32,19,3,offer,Zone3,response_button_image,2543,,,yellowBox.png,1,0,1,0,,,,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,62,31,,,0.85,0.15,1,0,0,1,Stable,Volatile,2.538,1.672,1.143,1.555,expert
157,1.72106E+12,15/07/2024 15:42,1.72106E+12,1,15/07/2024 16:42,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,32,19,5,feedback_r,Zone7,timelimit_screen,2000,,,,,0,1,0,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,62,31,,,0.85,0.15,1,0,0,1,Stable,Volatile,2.538,1.672,1.143,1.555,expert
158,1.72106E+12,15/07/2024 15:42,1.72106E+12,1,15/07/2024 16:42,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,32,19,6,end,Zone1,timelimit_screen,150,,,,,0,1,0,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,62,31,,,0.85,0.15,1,0,0,1,Stable,Volatile,2.538,1.672,1.143,1.555,expert
159,1.72106E+12,15/07/2024 15:42,1.72106E+12,1,15/07/2024 16:42,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,33,13,1,Screen 1,Zone1,continue_button,2298.899999976158,,,,,0,1,0,,,,,,trial_left,redBox.png,yellowBox.png,redBox.png,al1_con.png,63,32,,,0.85,0.15,1,0,0,0,Stable,Volatile,2.739,1.13,0.815,1.387,expert
160,1.72106E+12,15/07/2024 15:42,1.72106E+12,1,15/07/2024 16:42,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,33,13,2,individual,Zone4,timelimit_screen,999.8999999999942,,,,,0,1,0,,,1,,,trial_left,redBox.png,yellowBox.png,redBox.png,al1_con.png,63,32,,,0.85,0.15,1,0,0,0,Stable,Volatile,2.739,1.13,0.815,1.387,expert
161,1.72106E+12,15/07/2024 15:42,1.72106E+12,1,15/07/2024 16:42,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,33,13,3,offer,bluebox,response_button_image,5756.800000011921,,,redBox.png,1,1,0,0,,,,,,trial_left,redBox.png,yellowBox.png,redBox.png,al1_con.png,63,32,,,0.85,0.15,1,0,0,0,Stable,Volatile,2.739,1.13,0.815,1.387,expert
162,1.72106E+12,15/07/2024 15:42,1.72106E+12,1,15/07/2024 16:42,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,33,13,5,feedback_r,Zone7,timelimit_screen,2000.1000000000058,,,,,0,1,0,,,1,,,trial_left,redBox.png,yellowBox.png,redBox.png,al1_con.png,63,32,,,0.85,0.15,1,0,0,0,Stable,Volatile,2.739,1.13,0.815,1.387,expert
163,1.72106E+12,15/07/2024 15:42,1.72106E+12,1,15/07/2024 16:42,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,33,13,6,end,Zone1,timelimit_screen,150,,,,,0,1,0,,,1,,,trial_left,redBox.png,yellowBox.png,redBox.png,al1_con.png,63,32,,,0.85,0.15,1,0,0,0,Stable,Volatile,2.739,1.13,0.815,1.387,expert
164,1.72106E+12,15/07/2024 15:42,1.72106E+12,1,15/07/2024 16:42,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,34,20,1,Screen 1,Zone1,continue_button,1434.699999988079,,,,,0,1,0,,,,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,64,33,,,0.85,0.15,1,0,0,1,Stable,Volatile,3.672,0.828,0.513,2.059,expert
165,1.72106E+12,15/07/2024 15:42,1.72106E+12,1,15/07/2024 16:42,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,34,20,2,individual,Zone4,timelimit_screen,1000.1000000000058,,,,,0,1,0,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,64,33,,,0.85,0.15,1,0,0,1,Stable,Volatile,3.672,0.828,0.513,2.059,expert
166,1.72106E+12,15/07/2024 15:42,1.72106E+12,1,15/07/2024 16:42,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,34,20,3,offer,Zone2,response_button_image,1704.2999999523163,,,redBox.png,1,1,0,0,,,,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,64,33,,,0.85,0.15,1,0,0,1,Stable,Volatile,3.672,0.828,0.513,2.059,expert
167,1.72106E+12,15/07/2024 15:42,1.72106E+12,1,15/07/2024 16:42,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,34,20,4,feedback_l,Zone7,timelimit_screen,2000.1000000000058,,,,,0,1,0,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,64,33,,,0.85,0.15,1,0,0,1,Stable,Volatile,3.672,0.828,0.513,2.059,expert
168,1.72106E+12,15/07/2024 15:42,1.72106E+12,1,15/07/2024 16:42,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,34,20,6,end,Zone1,timelimit_screen,150,,,,,0,1,0,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,64,33,,,0.85,0.15,1,0,0,1,Stable,Volatile,3.672,0.828,0.513,2.059,expert
169,1.72106E+12,15/07/2024 15:42,1.72106E+12,1,15/07/2024 16:42,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,35,14,1,Screen 1,Zone1,continue_button,934.6999999880791,,,,,0,1,0,,,,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,65,34,,,0.85,0.15,1,1,1,1,Stable,Volatile,2.261,0.866,1.811,2.849,expert
170,1.72106E+12,15/07/2024 15:42,1.72106E+12,1,15/07/2024 16:42,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,35,14,2,individual,Zone4,timelimit_screen,1000,,,,,0,1,0,,,1,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,65,34,,,0.85,0.15,1,1,1,1,Stable,Volatile,2.261,0.866,1.811,2.849,expert
171,1.72106E+12,15/07/2024 15:42,1.72106E+12,1,15/07/2024 16:42,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,35,14,3,offer,Zone2,response_button_image,1194,,,redBox.png,1,1,0,0,,,,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,65,34,,,0.85,0.15,1,1,1,1,Stable,Volatile,2.261,0.866,1.811,2.849,expert
172,1.72106E+12,15/07/2024 15:43,1.72106E+12,1,15/07/2024 16:43,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,35,14,4,feedback_l,Zone7,timelimit_screen,2000.1999999999825,,,,,0,1,0,,,1,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,65,34,,,0.85,0.15,1,1,1,1,Stable,Volatile,2.261,0.866,1.811,2.849,expert
173,1.72106E+12,15/07/2024 15:43,1.72106E+12,1,15/07/2024 16:43,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,35,14,6,end,Zone1,timelimit_screen,149.70000000001164,,,,,0,1,0,,,1,,,trial_left,redBox.png,redBox.png,yellowBox.png,al1_con.png,65,34,,,0.85,0.15,1,1,1,1,Stable,Volatile,2.261,0.866,1.811,2.849,expert
174,1.72106E+12,15/07/2024 15:43,1.72106E+12,1,15/07/2024 16:43,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,36,21,1,Screen 1,Zone1,continue_button,1482.1000000238419,,,,,0,1,0,,,,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,66,35,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.807,1.029,1.634,2.092,expert
175,1.72106E+12,15/07/2024 15:43,1.72106E+12,1,15/07/2024 16:43,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,36,21,2,individual,Zone4,timelimit_screen,999.7000000000116,,,,,0,1,0,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,66,35,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.807,1.029,1.634,2.092,expert
176,1.72106E+12,15/07/2024 15:43,1.72106E+12,1,15/07/2024 16:43,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,36,21,3,offer,Zone2,response_button_image,1320.8999999761581,,,redBox.png,1,1,0,0,,,,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,66,35,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.807,1.029,1.634,2.092,expert
177,1.72106E+12,15/07/2024 15:43,1.72106E+12,1,15/07/2024 16:43,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,36,21,4,feedback_l,Zone7,timelimit_screen,1999.8999999999942,,,,,0,1,0,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,66,35,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.807,1.029,1.634,2.092,expert
178,1.72106E+12,15/07/2024 15:43,1.72106E+12,1,15/07/2024 16:43,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,36,21,6,end,Zone1,timelimit_screen,150,,,,,0,1,0,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,66,35,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.807,1.029,1.634,2.092,expert
179,1.72106E+12,15/07/2024 15:43,1.72106E+12,1,15/07/2024 16:43,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,37,22,1,Screen 1,Zone1,continue_button,887.2000000476837,,,,,0,1,0,,,,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,67,36,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.151,1.861,1.887,2.899,expert
180,1.72106E+12,15/07/2024 15:43,1.72106E+12,1,15/07/2024 16:43,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,37,22,2,individual,Zone4,timelimit_screen,1000.1000000000058,,,,,0,1,0,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,67,36,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.151,1.861,1.887,2.899,expert
181,1.72106E+12,15/07/2024 15:43,1.72106E+12,1,15/07/2024 16:43,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,37,22,3,offer,Zone2,response_button_image,1604.699999988079,,,redBox.png,1,1,0,0,,,,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,67,36,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.151,1.861,1.887,2.899,expert
182,1.72106E+12,15/07/2024 15:43,1.72106E+12,1,15/07/2024 16:43,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,37,22,4,feedback_l,Zone7,timelimit_screen,1999.6000000000058,,,,,0,1,0,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,67,36,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.151,1.861,1.887,2.899,expert
183,1.72106E+12,15/07/2024 15:43,1.72106E+12,1,15/07/2024 16:43,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,37,22,6,end,Zone1,timelimit_screen,150.39999999999418,,,,,0,1,0,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,67,36,,,0.85,0.15,1,0,0,1,Stable,Volatile,1.151,1.861,1.887,2.899,expert
184,1.72106E+12,15/07/2024 15:43,1.72106E+12,1,15/07/2024 16:43,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,38,23,1,Screen 1,Zone1,continue_button,570.6999999880791,,,,,0,1,0,,,,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,68,37,,,0.85,0.15,1,0,0,1,Stable,Volatile,3.143,0.601,0.966,2.277,expert
185,1.72106E+12,15/07/2024 15:43,1.72106E+12,1,15/07/2024 16:43,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,38,23,2,individual,Zone4,timelimit_screen,999.7999999999884,,,,,0,1,0,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,68,37,,,0.85,0.15,1,0,0,1,Stable,Volatile,3.143,0.601,0.966,2.277,expert
186,1.72106E+12,15/07/2024 15:43,1.72106E+12,1,15/07/2024 16:43,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,38,23,3,offer,Zone2,response_button_image,986.3000000119209,,,redBox.png,1,1,0,0,,,,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,68,37,,,0.85,0.15,1,0,0,1,Stable,Volatile,3.143,0.601,0.966,2.277,expert
187,1.72106E+12,15/07/2024 15:43,1.72106E+12,1,15/07/2024 16:43,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,38,23,4,feedback_l,Zone7,timelimit_screen,2000.2000000000116,,,,,0,1,0,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,68,37,,,0.85,0.15,1,0,0,1,Stable,Volatile,3.143,0.601,0.966,2.277,expert
188,1.72106E+12,15/07/2024 15:43,1.72106E+12,1,15/07/2024 16:43,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,38,23,6,end,Zone1,timelimit_screen,150,,,,,0,1,0,,,1,,,trial_right,redBox.png,redBox.png,yellowBox.png,al1_con.png,68,37,,,0.85,0.15,1,0,0,1,Stable,Volatile,3.143,0.601,0.966,2.277,expert
189,1.72106E+12,15/07/2024 15:43,1.72106E+12,1,15/07/2024 16:43,183183,5,task-cj2d,,38979078,2,11344869,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1280x679,,,,SLS,2,schedule_A,schedule_A,39,15,1,Screen 1,Zone1,continue_button,752.3000000119209,,,,,0,1,0,,,,,,trial_left,redBox.png,yellowBox.png,redBox.png,al1_con.png,69,38,,,0.85,0.15,1,0,0,0,Stable,Volatile,3.571,1.899,0.828,1.353,expert
